id,naslov,objava,avtor,spol,priprava,kolicina,stmnenj,stfoto,zadnjafoto,kategorija,podkategorija,zdravajed
12291,Vložene breskve,17.2.2009,ninkica,ženska,45 minut,,25,1,16.2.2009,ozimnica, kompoti,
12299,Makaroni in sir,18.2.2009,Vanja_v_ZDA,ženska,60 minut,8 oseb kot priloga,33,7,13.9.2014,testenine,,
12329,Huda čokoladna pita,24.2.2009,tulka,spol ni določen oz. marsovec,45 minut,za en velik pekač za pito,52,14,9.4.2016,sladice, pecivo,
12332,Domači prijatelj tete Dragice,24.2.2009,Migla,ženska,60 minut,,27,11,19.1.2014,sladice, piškoti,
12341,Zdrobovo pecivo,26.2.2009,Migla,ženska,60 minut,,18,7,22.1.2016,sladice, pecivo,
12364,Bananino pecivo,5.3.2009,talijaa,ženska,90 minut,,42,6,30.12.2010,sladice, pecivo,
12365,Falafel,3.3.2009,giftman,moški,90 minut,4 osebe,27,7,6.2.2014,eksotika, ostale dežele,
12377,Šamrole - prave,7.3.2009,Pitončica,spol ni določen oz. marsovec,120 minut,cca 20kom,39,9,14.5.2012,sladice, ostalo,
12379,"Kaneloni - mesni, sir - šunka, hrenovke",7.3.2009,Pitončica,spol ni določen oz. marsovec,120 minut,24 kom,23,8,20.9.2015,ostale jedi,,
12416,Napihnjenčki,19.3.2009,Vanja_v_ZDA,ženska,45 minut,9 komadov,57,23,4.10.2014,kruh,,
12455,Browniji,29.3.2009,Rakuncek,ženska,45 minut,1 večji pekač,11,2,27.3.2009,sladice, piškoti,
12493,Prijatelj noči,6.4.2009,Atina,ženska,120 minut,pekač 25 x 38 cm,30,7,20.1.2011,sladice, pecivo,
125,Prebranac,3.12.1998,Marinka,ženska,,,51,9,6.12.2011,priloge, ostalo,
1250,Orehovec,28.7.2001,,,,,16,1,5.11.2012,ozimnica, pijače,
12522,"Ajdove palačinke s špinačo, sirom in gobami",15.4.2009,Vanja_v_ZDA,ženska,60 minut,4 palačinke / 2 osebi kot glavna jed ,14,3,6.10.2010,zelenjavne jedi,,
12528,Otroške sanje ,16.4.2009,anamarija1,spol ni določen oz. marsovec,60 minut,Keramični pekač premer 25 cm,61,6,5.3.2012,sladice, ostalo,
12547,Potica z orehi in skuto (potratna potica) ,25.4.2009,herkules,ženska,180 minut,,12,7,28.12.2013,sladice, potice,
1256,Jogurtova strjenka,30.7.2001,,,,za 10 oseb,14,1,18.1.2007,sladice, ostalo,
12560,Čokoladno pomarančne kocke,30.4.2009,petika,ženska,60 minut,20 kosov (4x4 cm),25,7,24.11.2015,sladice, pecivo,
12572,Božanske rezine,4.5.2009,sabinka,ženska,60 minut,,39,7,20.11.2013,sladice, ostalo,
12580,Lahka švicarska sadna pita - Wähe,5.5.2009,Vanja_v_ZDA,ženska,90 minut,Pekač premera 26 cm,64,18,16.8.2015,sladice, pecivo,
12581,Čokoladni sufle,6.5.2009,magic girl,ženska,60 minut,odvisno od modelčkov,87,24,31.10.2014,sladice, ostalo,
12615,Moje štručke,15.5.2009,anamarija1,spol ni določen oz. marsovec,90 minut,4 štručke,202,35,24.1.2014,kruh,,
12619,Čokoladno - mascarponejeve kocke,16.5.2009,stana.r,ženska,45 minut,,513,91,18.5.2016,sladice, pecivo,
12654,Bingo torta,3.6.2009,nemo,ženska,90 minut,,20,12,21.10.2012,sladice, torte,
12669,Mesna pita,7.6.2009,Migla,ženska,45 minut,8 oseb,11,6,5.4.2015,mesne jedi, mešano meso,
12684,Ježki,10.6.2009,brigita.k.,ženska,60 minut,,16,7,9.11.2014,sladice, piškoti,
12685,"Orehove napolitanke, najboljše!!!",11.6.2009,slava,ženska,120 minut,,34,8,11.2.2014,sladice, pecivo,
12686,Torta stracciatella z jagodami,11.6.2009,lidia,ženska,60 minut,8 kosov,17,9,4.5.2014,sladice, torte,
12703,Majska torta,16.6.2009,Vendelina jr.,ženska,4+ ur,torta,34,10,30.9.2014,sladice, torte,
12707,Bučkerelice ,17.6.2009,anamarija1,spol ni določen oz. marsovec,45 minut,4 čolnički,73,13,16.11.2011,zelenjavne jedi,,
12726,Češnjev ciganski štrudelj,25.6.2009,tica,spol ni določen oz. marsovec,75 minut,,66,13,29.6.2015,sladice, pecivo,
12738,Melisin sirup,29.6.2009,ČRNICA,ženska,90 minut,12 l,9,2,8.10.2012,napitki, brezalkoholni,
1274,Bajadera - dobra,8.8.2001,cvetanataubika,ženska,,,55,5,27.10.2011,sladice, pecivo,
1276,Sacher torta,8.8.2001,,,,,114,47,12.7.2016,sladice, torte,
12791,listnato testo z različnimi nadevi,20.7.2009,apoto,ženska,45 minut,,20,5,8.3.2013,sirove jedi,,
128,Sirov burek,22.10.2000,Marinka,ženska,,,50,2,23.2.2013,sirove jedi,,
12807,Mesni polpeti iz pečice,28.7.2009,LeINA,ženska,45 minut,,32,6,3.4.2016,mesne jedi, sesekljano meso,
12834,Paradižnikovi koščki (shranek),6.8.2009,rimljanka,ženska,60 minut,poljubno,127,16,9.9.2015,ozimnica, slani shranki,
12857,Kvašeni polži z vanilijevo kremo in rozinami,14.8.2009,Katja D,ženska,180 minut,približno 20 polžev,116,27,23.8.2014,sladice, pecivo,
12882,Češnjev Clafouti,24.8.2009,Vanja_v_ZDA,ženska,45 minut,28 cm pekač,27,13,18.6.2014,sladice, ostalo,
12915,Damini poljubi (Baci di dama) malo drugače,3.9.2009,lucka52,ženska,30 minut,,82,13,4.4.2016,sladice, piškoti,
12951,Lazanjini zvitki ,13.9.2009,katka lopatka,spol ni določen oz. marsovec,60 minut,2 osebi,19,11,15.7.2013,testenine,,
12955,Paprikin namaz,15.9.2009,sweets,ženska,180 minut,"6 do 7, 700 g kozarcev",11,3,8.9.2013,ozimnica, ostalo,
1296,Skalce,20.8.2001,Riko,spol ni določen oz. marsovec,,2 pekača,47,4,24.11.2015,sladice, pecivo,
13,Goveja juha,16.6.1998,Marinka,ženska,,,40,4,27.3.2016,juhe in zakuhe, mesne,
13006,Ajvar iz zelenih paradižnikov,27.9.2009,jovita,ženska,180 minut,cca 10 kg,17,1,6.10.2013,ozimnica, ostalo,
1301,Bograč,23.8.2001,Riko,spol ni določen oz. marsovec,,6 do 8 ljudi,29,1,29.6.2009,mesne jedi, mešano meso,
13016,Skutino pecivo,29.9.2009,Peteruška,ženska,60 minut,,52,11,3.10.2015,sladice, pecivo,
13038,Mafini z banano in čokolado,3.10.2009,Abby,ženska,30 minut,12 mafinov,47,15,30.10.2014,sladice, pecivo,
13063,Zelenjavni namaz,12.10.2009,Matejčika,ženska,30 minut,,19,4,7.9.2015,predjedi, namazi,
13088,"Saj ne morem verjet, da je to bučkina pita...",19.10.2009,tulka,spol ni določen oz. marsovec,90 minut,,63,12,22.11.2015,sladice, ostalo,
131,Krompirjevi njoki,26.6.1998,Marinka,ženska,,,21,3,8.1.2016,testenine,,
13115,Tunine polpete,26.10.2009,la tina,moški,45 minut,,35,9,13.3.2014,morska hrana, ribe,
1312,Jogurtove palačinke,1.9.2001,mobng12,ženska,,,14,3,5.4.2015,jajčne jedi, omlete,
13128,Guiness čokoladna torta,29.10.2009,Sweetie,ženska,90 minut,12 kom,58,11,18.8.2014,sladice, torte,
13134,Gratinirani puranji zrezki,30.10.2009,Katja D,ženska,45 minut,za 2 odrasla in 2 malčka,10,3,5.7.2014,mesne jedi, perutnina,
13149,Jabolčna torta - zelo dobra,4.11.2009,,,90 minut,za 6 oseb,18,4,11.2.2014,sladice, torte,
13163,"Polžki, polnjeni s sirom",6.11.2009,Migla,ženska,90 minut,za več oseb,19,4,28.10.2009,kruh,,
13180,Orehovo pecivo,12.11.2009,Tjanca,ženska,45 minut,,60,12,21.7.2014,sladice, pecivo,
13185,Marelični cmoki iz skutnega testa,13.11.2009,strastna,ženska,60 minut,Za 4 osebe,11,4,22.10.2011,sladice, ostalo,
13203,Praznična Potica,19.11.2009,hrči,ženska,120 minut,,12,8,28.3.2016,sladice, potice,
13212,Marshmallow fondant,21.11.2009,ribica,spol ni določen oz. marsovec,30 minut,,270,143,13.6.2016,sladice, ostalo,
13235,Gobova juha s krompirjem,27.11.2009,magic girl,ženska,75 minut,4,14,3,21.10.2012,juhe in zakuhe, zelenjavne juhe,
13266,Breskvina roladna bomba,7.12.2009,sabina bina,ženska,60 minut,,10,11,26.5.2015,sladice, torte,
13276,Piščančji file v listnatem testu,9.12.2009,katka0,ženska,60 minut,Za 4 osebe,77,23,28.5.2016,mesne jedi, perutnina,
13284,Slastni skutini štruklji,11.12.2009,hrči,ženska,45 minut,za štiri osebe,34,5,27.9.2016,sirove jedi,,
13292,Klobčiči,14.12.2009,ajvika,ženska,120 minut,,34,13,11.12.2013,sladice, piškoti,
133,Lazanja,24.11.1998,,,,,10,2,11.9.2012,testenine,,
13301,"Domači prijatelj ""ati zlati""",16.12.2009,Sweetie,ženska,180 minut,ogromno,24,11,11.12.2013,sladice, piškoti,
13307,Miklavževi hudički,17.12.2009,TatkaP,ženska,120 minut,Za 8 kosov,16,25,12.12.2015,kruh,,
13309,Pirini piškoti,17.12.2009,plezalka,ženska,180 minut,,13,7,26.12.2012,sladice, piškoti,Bolj zdrava jed
13324,Jabolčna pita,21.12.2009,MABI,ženska,45 minut,,17,10,1.9.2015,sladice, pecivo,
13328,Brezmejno dobro,22.12.2009,anamarija1,spol ni določen oz. marsovec,45 minut,4 roladice,63,16,8.4.2015,predjedi, tople,
1334,Bananini muffini,3.9.2001,miška,spol ni določen oz. marsovec,,12 muffinov,38,3,19.3.2012,sladice, pecivo,
13340,Rojal masa,27.12.2009,GocaP,spol ni določen oz. marsovec,5 minut,,46,25,2.6.2013,sladice, ostalo,
13342,Domača tičino masa,27.12.2009,GocaP,spol ni določen oz. marsovec,15 minut,1kg,33,20,4.3.2015,sladice, ostalo,
1336,Musaka a la David,3.9.2001,Riko,spol ni določen oz. marsovec,,,40,1,20.1.2009,mesne jedi, sesekljano meso,
13379,Božično novoletni piškoti,31.12.2009,mateja.vidic,ženska,45 minut,,79,27,1.1.2016,sladice, piškoti,
13398,Rafaelo kroglice,14.1.2010,Reby,ženska,15 minut,,31,3,7.12.2013,sladice, ostalo,
1340,Bananina rolada-preprosta a odlična,6.9.2001,,,,,25,4,7.6.2011,sladice, ostalo,
13422,Limonin kolač,17.1.2010,tejch,ženska,75 minut,,44,10,28.12.2013,sladice, pecivo,
13432,Zrezki iz mletega mesa - drugačni,20.1.2010,Migla,ženska,60 minut,za 8 oseb,59,8,20.1.2015,mesne jedi, sesekljano meso,
13450,Štruklji - hitro narejeni,25.1.2010,Migla,ženska,30 minut,za 4 osebe,21,8,2.7.2013,predjedi, tople,
13505,Trikrat pečeno pecivo,14.2.2010,damjanas,ženska,60 minut,pekač cca. 32 x 25,45,11,7.6.2016,sladice, pecivo,
13535,Ajdovčki,22.2.2010,dete,ženska,30 minut,,94,33,2.3.2016,sladice, piškoti,
13541,"Hitre žemljice, rogljički",23.2.2010,jade,ženska,30 minut,12 žemljic ali 32 rogljičkov,37,18,22.8.2014,kruh,,
13551,Ajdovi žganci na koroški način,1.3.2010,Cila,ženska,30 minut,za 4 osebe,15,1,30.10.2014,priloge, ostalo,
13552,Hrustljavi čokoladni piškoti s tekočo sredico ,1.3.2010,Rakuncek,ženska,45 minut,cca 25 piškotov,12,3,19.12.2011,sladice, piškoti,
13558,Vložena fižolova solata,2.3.2010,arepnik,moški,60 minut,10-12,28,1,2.3.2010,ozimnica, ostalo,
13583,"Kruh, ki vedno uspe",9.3.2010,grumova,ženska,60 minut,,30,5,17.11.2013,kruh,,
13612,Kokosovi razpokanci - piškoti,16.3.2010,JERNEJA K.,ženska,45 minut,3 pekači majhnih piškotov,11,6,7.1.2015,sladice, piškoti,
13622,Grahova kremna juha,19.3.2010,anamarija1,spol ni določen oz. marsovec,30 minut,5 krožnikov,8,4,4.12.2014,juhe in zakuhe, zelenjavne juhe,
1364,Lambada,25.9.2001,,,,,10,4,6.7.2015,sladice, pecivo,
13680,Kokosova bela pita,6.4.2010,Ninja24,spol ni določen oz. marsovec,90 minut,,8,2,12.4.2010,sladice, pecivo,
13682,"Polnjena ""filana"" paprika",6.4.2010,zmesnjavca,ženska,60 minut,,10,5,1.9.2012,mesne jedi, sesekljano meso,
13684,Biskvit za vse priložnosti,6.4.2010,Katarina K,ženska,60 minut,za veliko torto,41,8,8.2.2011,sladice, ostalo,
13687,Biskvit brez jajc,7.4.2010,enanova,ženska,75 minut,,17,5,31.5.2015,sladice, torte,
1371,Štefani (Stephanie) pečenka po moje,5.10.2001,Riko,spol ni določen oz. marsovec,,,30,9,25.9.2012,mesne jedi, sesekljano meso,
13726,Pravljične rezine,20.4.2010,anamarija1,spol ni določen oz. marsovec,45 minut,30x22cm,45,10,26.9.2015,sladice, pecivo,
13727,Torta z Nutello in banano,20.4.2010,White Daisy,ženska,45 minut,16 kosov,30,32,8.4.2015,sladice, torte,
13745,Šparglji v omaki,24.4.2010,sarabande,moški,15 minut,Za 4 osebe,6,,,omake, tople,
13756,Moje princeske,29.4.2010,sabina bina,ženska,90 minut,,22,15,9.2.2015,sladice, ostalo,
13785,Monte,9.5.2010,marec,ženska,120 minut,,17,1,3.5.2010,sladice, ostalo,
13787,Kitajska kislo pekoča juha,10.5.2010,sonic,moški,90 minut,4 osebe,21,5,5.1.2016,eksotika, Kitajska,
13790,Rolada iz ajdove moke!,10.5.2010,alen1993,spol ni določen oz. marsovec,90 minut,4 osebe,50,11,8.3.2016,sladice, ostalo,
13801,Okusni slivovi cmoki,13.5.2010,sunny79,ženska,75 minut,12 cmokov,40,7,17.7.2014,sladice, ostalo,
13819,Čokoladno-jagodna mascarpone torta,21.5.2010,SabinicaK,ženska,180 minut,,16,7,21.6.2015,sladice, torte,
13838,"Kremšnite, kremne rezine-kot z Bleda + VIDEO priprave",26.5.2010,ROKCO,moški,30 minut,15,66,4,12.12.2014,sladice, ostalo,
1385,Domača gobova juha,15.10.2001,anja,ženska,,,10,1,12.3.2006,juhe in zakuhe, zelenjavne juhe,
13886,Lahka kremna torta z bananami,15.6.2010,katka lopatka,spol ni določen oz. marsovec,75 minut,8 kosov,16,5,10.10.2011,sladice, torte,
13889,Beli hlebčki,18.6.2010,Migla,ženska,90 minut,,36,8,30.1.2014,kruh,,
1390,Potratna potica,15.10.2001,Riko,spol ni določen oz. marsovec,,,68,20,10.1.2015,sladice, potice,
13904,Piščančji file v najboljši smetanovi omaki in s pečenim krompirjem,29.6.2010,mala žaba,ženska,75 minut,2 osebi,16,1,1.8.2010,mesne jedi, perutnina,
13927,Testenine z bučkami v smetanovi omaki,6.7.2010,mariborčanka,ženska,30 minut,za 4 osebe,26,2,7.1.2011,testenine,,
13940,Gosta jagodna marmelada,10.7.2010,ibiza,moški,60 minut,,13,4,20.6.2016,ozimnica, sladki shranki,
1395,Buzara s škampi,23.10.2001,Riko,spol ni določen oz. marsovec,,,18,2,30.12.2009,morska hrana, raki,
13954,"Hruškova marmelada "" Hrušmuš""",16.7.2010,anamarija1,spol ni določen oz. marsovec,60 minut,500-600 g,41,5,14.9.2015,ozimnica, sladki shranki,
13992,Bučkini zvitki s sirom in baziliko,21.7.2010,sarabande,moški,30 minut,Za 3 do 4 osebe.,11,3,24.9.2013,predjedi, hladne,
14002,Jogurtovo pecivo,26.7.2010,Bernarda85,ženska,4+ ur,1 pekač,9,6,3.2.2013,sladice, pecivo,
1401,Hrenovke v listnatem testu,29.10.2001,marta,ženska,,,58,14,24.2.2013,predjedi, tople,
14036,Sočna čokoladna torta,4.8.2010,3.14jana,ženska,90 minut,tortni pekač premera 28 cm,37,12,12.1.2015,sladice, torte,
1404,Panna cotta,30.10.2001,marta,ženska,15 minut,,26,2,24.10.2010,sladice, ostalo,
14047,Krema za cupcakes - Cake frosting,7.8.2010,Vanja_v_ZDA,ženska,15 minut,za 8 do 10,81,14,21.5.2012,sladice, kreme za torte in peciva,
14057,Malinov sladoled z mascarponejem in smetano,10.8.2010,SLONCICA,ženska,5 minut,1000 ml sladoleda,33,4,10.8.2010,sladice, sladoledi,
14062,Bučkini zrezki,12.8.2010,Jannaa,ženska,30 minut,za 4 osebe,51,5,30.6.2011,zelenjavne jedi,,
14069,Vložene kisle bučke,13.8.2010,teti kristina,ženska,75 minut,,7,1,19.8.2010,ozimnica, ostalo,
14088,Krompirjev golaž,23.8.2010,sokec,ženska,90 minut,za 4 osebe,17,4,15.8.2012,enolončnice,,
14099,Pereci s šunko in sirom,26.8.2010,niijnaa,ženska,180 minut,96 kosov,6,5,14.8.2010,sladice, slano pecivo,
141,Slivovi cmoki,24.9.1998,Marinka,ženska,60 minut,,91,10,7.12.2014,sladice, ostalo,
1410,Aleševa polnjena pleskavica,4.11.2001,ales6m,moški,,1,26,3,12.8.2010,mesne jedi, sesekljano meso,
14107,Mesne kroglice v paradižnikovi omaki,28.8.2010,Jannaa,ženska,75 minut,za 5 oseb,20,4,13.5.2011,mesne jedi, sesekljano meso,
14120,najokusnejša gobova juha,31.8.2010,maičko*,ženska,120 minut,za 4osebe,17,1,4.9.2011,gobje jedi,,
14123,Čokoladna ledena torta,1.9.2010,junior,moški,4+ ur,,42,11,27.10.2015,sladice, torte,
14129,Čupavci - kokosove kocke,2.9.2010,jagoda_čokolada,ženska,60 minut,,11,4,14.2.2015,sladice, pecivo,
14137,Ameriške palačinke,5.9.2010,Natalija A.,ženska,15 minut,12 palačink,125,44,27.9.2016,sladice, palačinke,
14159,Ajrinina torta,12.9.2010,Leyla_,ženska,120 minut,,59,17,26.8.2013,sladice, torte,
14171,Česnova kremna juha,15.9.2010,maičko*,ženska,90 minut,za 5 oseb,15,1,6.9.2010,juhe in zakuhe, zelenjavne juhe,
14193,Torta nutella brez moke,22.9.2010,slopumpkins,moški,120 minut,12 kosov,21,5,13.7.2012,sladice, torte,
14204,Enostavni čokoladni muffini,24.9.2010,kissmyass,ženska,30 minut,12 mufinov,9,5,13.4.2012,sladice, pecivo,
14211,"Biskvitno pecivo z okusom jabolk, skute in vaniljevo noto",28.9.2010,masters,ženska,60 minut,,8,1,19.9.2010,sladice, pecivo,
14218,Jagodna mascarpone torta,30.9.2010,Roux,spol ni določen oz. marsovec,120 minut,,3,2,2.6.2013,sladice, torte,
14227,Kinder Milch Schnitte,3.10.2010,bannanna,ženska,45 minut,polovica pekača od pečice,44,13,8.1.2016,sladice, pecivo,
14228,Ekspresni smetanovi svaljki,3.10.2010,anamarija1,spol ni določen oz. marsovec,30 minut,3 osebe,59,4,26.6.2012,priloge, cmoki,
1423,Čičerika iz lonca,6.11.2001,tkangler,ženska,,2,19,1,13.11.2009,enolončnice,,
14254,"Biskvit, skutna krema in jagode ali drugo sadje",10.10.2010,Slavica 52,ženska,60 minut,4 lačne osebe,17,14,7.4.2014,sladice, pecivo,
1426,Pecivo ''na suho'',7.11.2001,rene,ženska,,,276,27,2.12.2014,sladice, pecivo,
14273,Mongolska govedina,17.10.2010,Pitončica,spol ni določen oz. marsovec,240 minut,za 2 osebe,10,11,18.5.2014,eksotika, Kitajska,
14274,Lešnikovi cupcakes,17.10.2010,Pitončica,spol ni določen oz. marsovec,60 minut,24kom,15,8,24.5.2011,sladice, pecivo,
14283,Potratna potica,18.10.2010,sokec,ženska,180 minut,,,1,,sladice, potice,
14317,Zajec v omaki,25.10.2010,zes5ana,ženska,60 minut,Za 3 osebe,6,2,24.7.2011,mesne jedi, ostalo,
14333,Makaroni v pečici,27.10.2010,zes5ana,ženska,45 minut,Za 2 osebi,7,1,15.10.2010,testenine,,
14346,"Enostavni čokoladni ""cookies""",30.10.2010,kuharca87,ženska,30 minut,ca. 20 kosov,63,16,1.2.2016,sladice, piškoti,
14372,Pisani kozarčki,5.11.2010,Pitončica,spol ni določen oz. marsovec,60 minut,odvisno,40,5,3.4.2011,sladice, ostalo,
14375,Makroni,5.11.2010,nivkapivka,ženska,4+ ur,približno25 - 30 makronov,73,29,28.10.2015,sladice, ostalo,
14381,Kokosove kremne rezine,6.11.2010,Slavica 52,ženska,75 minut,,21,2,29.3.2013,sladice, kreme za torte in peciva,
14387,Res najbolj pravi tiramisu,9.11.2010,karapandža,moški,30 minut,5 porcij,47,7,2.12.2014,sladice, ostalo,
14392,Klasična mesna lazanja,9.11.2010,Jannaa,ženska,60 minut,za 4 osebe,43,10,19.2.2016,mesne jedi, sesekljano meso,
14394,"""Janezove"" sarme",10.11.2010,anamarija1,spol ni določen oz. marsovec,240 minut,12 oseb,4,3,1.1.2012,mesne jedi, mešano meso,
14421,Tortilja po mehiško,16.11.2010,SLONCICA,ženska,75 minut,za 4 osebe (8 tortilj),16,5,16.3.2016,eksotika, ostale dežele,
14451,Kisla repa,24.11.2010,Gdč Jasmina,ženska,30 minut,,6,1,18.11.2010,priloge, ostalo,
14476,Chimichangas home made ,1.12.2010,uj25,moški,30 minut,2 osebe,5,3,24.9.2016,eksotika, ostale dežele,
14477,Slana torta,2.12.2010,GocaP,spol ni določen oz. marsovec,45 minut,1 srednji pekač  33x33cm,25,12,10.4.2015,predjedi, hladne,
14485,Ana Bekuta,2.12.2010,GocaP,spol ni določen oz. marsovec,45 minut,1 velik pekač,22,4,4.3.2013,predjedi, hladne,
14486,Red and White Cookies,3.12.2010,KristinaG,ženska,60 minut,40 piškotov,44,11,29.4.2013,sladice, piškoti,
14488,Piščančja obara,3.12.2010,zes5ana,ženska,60 minut,2 osebi,5,2,11.4.2014,mesne jedi, perutnina,
1449,Linški piškoti,18.11.2001,marta,ženska,,,14,7,25.12.2015,sladice, piškoti,
14501,Bananine rezine,6.12.2010,vksotlar,ženska,45 minut,,7,3,18.9.2012,sladice, pecivo,
14559,(Pijane) breskvice,20.12.2010,Leyla_,ženska,240 minut,cca. 80 breskvic,37,11,14.6.2014,sladice, piškoti,
14562,Olive v testu,21.12.2010,mišzmoke,ženska,60 minut,,48,8,31.12.2014,predjedi, hladne,
1457,Janeževi upognjenci,18.11.2001,marta,ženska,,,55,14,5.6.2015,sladice, pecivo,
14583,Angelski keksi,24.12.2010,Jannaa,ženska,120 minut,,11,5,28.11.2014,sladice, piškoti,
14595,Sadni muffini,29.12.2010,PetraPetra,ženska,60 minut,12 kosov,9,2,22.12.2010,sladice, ostalo,
14600,Špageti bolognese,2.1.2011,anastassya,ženska,45 minut,,13,1,2.1.2011,testenine,,
14602,Seksi keksi,30.12.2010,anamarija1,spol ni določen oz. marsovec,60 minut,40 enojnih 20 dvojnih,20,7,16.11.2013,sladice, piškoti,
14607,Quiche s porom in pršutom,31.12.2010,andraz12,moški,60 minut,6 oseb,10,3,19.9.2014,predjedi, tople,
14618,Najboljše pecivo z jabolki,5.1.2011,medvedica,ženska,75 minut,,19,8,8.2.2011,sladice, pecivo,
14625,Navadni keksi,6.1.2011,tincy202,ženska,180 minut,,8,9,27.3.2016,sladice, piškoti,
14632,Novoletna torta,8.1.2011,marec,ženska,30 minut,12,14,6,13.10.2013,sladice, torte,
14643,Bučkoti,12.1.2011,tarja2,ženska,120 minut,približno 60 komadov,16,14,7.12.2015,sladice, piškoti,
14649,Macarons,13.1.2011,Misolovka,ženska,45 minut,cca 25,65,18,7.9.2015,sladice, piškoti,
1466,Pecivo z jagodami in pudingom,15.11.2001,marta,ženska,,,14,2,19.4.2010,sladice, pecivo,
14662,Snežaki,16.1.2011,ssilva,ženska,120 minut,8 kosov,27,9,8.3.2013,sladice, pecivo,
14676,Krompirjevi svaljki,21.1.2011,Tanaya,ženska,45 minut,,29,4,17.1.2011,priloge, ostalo,
14691,Marmorni kolač (iz jogurta) ,26.1.2011,mojca.re,ženska,45 minut,,22,5,18.10.2015,sladice, ostalo,
14694,Čokoladna krema na sadnem želeju,27.1.2011,mamamia,ženska,120 minut,za šest oseb,29,7,1.1.2014,sladice, ostalo,
14695,Zdrobovi hrustavci,27.1.2011,leiiča,ženska,30 minut,,33,9,23.8.2014,priloge, cmoki,
14722,Bounty,5.2.2011,bannanna,ženska,30 minut,20 kosov,37,4,7.9.2015,sladice, ostalo,
14723,Pravi pralineji,5.2.2011,Sweetie,ženska,180 minut,poljubno,46,26,22.2.2015,sladice, ostalo,
14754,Pečen krompir s sirom,11.2.2011,URŠA_mojstrica,ženska,45 minut,4 osebe,4,5,11.10.2012,priloge, krompir,
14759,Cupcakes,13.2.2011,Misolovka,ženska,90 minut,6,76,64,10.3.2014,sladice, torte,
14777,Piščančje tortilje,16.2.2011,kikerada,ženska,60 minut,,5,8,9.11.2013,mesne jedi, perutnina,
14781,Krompirjev langaš,17.2.2011,Annabella25,ženska,90 minut,za 4 osebe,24,5,21.2.2012,priloge, krompir,
14811,Jogurtovo pecivo s sadjem,26.2.2011,msegov,spol ni določen oz. marsovec,60 minut,,38,8,6.5.2015,sladice, pecivo,
14825,Enostavne kremšnite,2.3.2011,Vanja87,ženska,30 minut,za 12 kosov,11,8,1.11.2015,sladice, ostalo,
14831,Piščanec z rižem v pečici,3.3.2011,KuharicaStoja,ženska,60 minut,4 osebe,134,32,27.3.2016,mesne jedi, perutnina,
14851,Pecivo s kislo smetano in orehi,7.3.2011,Lana1,ženska,60 minut,,11,3,11.1.2016,sladice, pecivo,
14857,Jabolčna pita s puhasto kapo,8.3.2011,Navzikaa,ženska,90 minut,model za torto s premerom 26cm,17,3,26.5.2014,sladice, pecivo,
14873,Zeljanica - najboljša špinačna pita,12.3.2011,KuharicaStoja,ženska,60 minut,,19,1,12.3.2011,zelenjavne jedi,,
14884,Puranji zrezki v okusni smetanovi omaki,15.3.2011,coconut,ženska,75 minut,2,10,2,13.6.2011,mesne jedi, perutnina,
14896,Brzak,19.3.2011,bannanna,ženska,5 minut,1,42,7,4.5.2014,sladice, pecivo,
14939,Pašta-fižol po receptu none Marije,29.3.2011,KuharicaStoja,ženska,75 minut,,3,2,16.3.2011,enolončnice,,
14972,Poletna osvežitev,5.4.2011,Tameeeq,ženska,60 minut,,14,7,12.6.2012,sladice, ostalo,
1501,Bananine kocke,27.11.2001,Suzana Kolenc,ženska,45 minut,,85,9,31.1.2013,sladice, pecivo,
1502,Ajdova kaša s šampinjoni,27.11.2001,marta,ženska,,4,24,2,4.5.2014,gobje jedi,,
1503,Domači prijatelj,27.11.2001,HALI,ženska,,,9,2,19.8.2010,sladice, piškoti,
15042,Jagodna rezina na hitro,21.4.2011,jovita,ženska,30 minut,36 velikih kosov,9,1,14.4.2011,sladice, pecivo,
15058,Chocolate crackles / Razpokani piškoti,30.4.2011,Misolovka,ženska,180 minut,24,28,9,23.2.2012,sladice, piškoti,
15076,Kifeljčki/bosanski,4.5.2011,anjaboris,ženska,90 minut,,43,7,29.4.2014,kruh,,
1509,Domači prijatelj,28.11.2001,Riko,spol ni določen oz. marsovec,45 minut,,30,16,1.1.2016,sladice, piškoti,
1518,Metrsko pecivo,29.11.2001,megi,ženska,,caa 40 rezin,19,13,24.11.2011,sladice, pecivo,
1520,Hitro jabolčno pecivo,1.12.2001,marta,ženska,45 minut,,38,5,20.9.2011,sladice, pecivo,
1522,Panettone,4.12.2001,marta,ženska,120 minut,10,43,6,30.12.2011,sladice, pecivo,
1523,Kvašen sadni kruh,4.12.2001,marta,ženska,,,12,4,13.12.2007,kruh,,
153,Francoski rogljički,26.6.1998,Marinka,ženska,,,17,8,7.5.2013,kruh,,
15352,Trojni užitek,24.6.2011,suziqatro,spol ni določen oz. marsovec,60 minut,,49,10,14.4.2015,sladice, pecivo,
15416,Švedski cimetovi kolački - Kanelbullar,7.7.2011,missan,ženska,120 minut,za 40 kolačkov,25,10,6.2.2016,sladice, pecivo,
15442,Pingvinčki,13.7.2011,Sweetie,ženska,30 minut,poljubna,25,7,27.2.2014,predjedi, hladne,
15510,Fine rezine,1.8.2011,Ninja24,spol ni določen oz. marsovec,4+ ur,,34,12,8.1.2016,sladice, pecivo,
