id,naslov,objava,avtor,spol,priprava,kolicina,stmnenj,stfoto,zadnjafoto,kategorija,podkategorija,zdravajed,letofoto,letoobjave,idavtorja
6387,Šmorn (praženec),9.4.2006,"{'id': '6pq2kk9l305g52h8', 'avtor': 'Cukrčk'}",ženska,30,,65,9,10.7.2014,, palačinke,0,2014,2006,6pq2kk9l305g52h8
13284,Slastni skutini štruklji,11.12.2009,"{'id': 'jiic23j3bygagxo7', 'avtor': 'hrči'}",ženska,45,za štiri osebe,34,5,27.9.2016,,,0,2016,2009,jiic23j3bygagxo7
854,Španska pita,21.2.2001,"{'id': 'leja', 'avtor': 'LEJA'}",ženska,,,132,23,21.7.2014,,,0,2014,2001,leja
1390,Potratna potica,15.10.2001,"{'id': 'riko', 'avtor': 'Riko'}",spol ni določen oz. marsovec,,,68,20,10.1.2015,, potice,0,2015,2001,riko
7062,Namaz iz paprike in gorčice,26.8.2006,"{'id': 'aki', 'avtor': 'aki'}",ženska,120,4 kozarci od kumar  720ml,74,8,26.9.2015,, slani shranki,0,2015,2006,aki
5858,Preprosti piškoti,13.12.2005,"{'id': 'darjuska', 'avtor': 'darjuška'}",ženska,180,1 velika škatla cca. 70 kosov,49,58,25.12.2015,, piškoti,0,2015,2005,darjuska
13432,Zrezki iz mletega mesa - drugačni,20.1.2010,"{'id': 'migla', 'avtor': 'Migla'}",ženska,60,za 8 oseb,59,8,20.1.2015,, sesekljano meso,0,2015,2010,migla
8139,"Višnjeva torta ""črni gozdiček""",18.10.2006,"{'id': 'karmelinca', 'avtor': 'Karmelinca'}",spol ni določen oz. marsovec,,,90,57,6.9.2016,, torte,0,2016,2006,karmelinca
4413,Muffini,17.12.2004,"{'id': 'veri', 'avtor': 'Veri'}",ženska,,12 do 18 kosov,83,5,4.6.2014,, ostalo,0,2014,2004,veri
13727,Torta z Nutello in banano,20.4.2010,"{'id': '75sujm6nffmrzfuv', 'avtor': 'White Daisy'}",ženska,45,16 kosov,30,32,8.4.2015,, torte,0,2015,2010,75sujm6nffmrzfuv
10851,Nebeški poljubčki,25.12.2007,"{'id': 'mamamia', 'avtor': 'mamamia'}",ženska,120,za 45 piškotkov,99,23,20.6.2016,, piškoti,0,2016,2007,mamamia
11944,Vsestransko testo,26.11.2008,"{'id': '76lsnm6i4fblornw', 'avtor': 'golubić'}",ženska,120,,78,18,28.10.2015,,,0,2015,2008,76lsnm6i4fblornw
6670,Polnjena francoska štruca,30.5.2006,"{'id': 'renatana', 'avtor': 'renatana'}",ženska,60,za 6-8 oseb,88,7,24.9.2015,, hladne,0,2015,2006,renatana
5350,Serdiški valovi,7.9.2005,"{'id': 'dgf4zn05uk5htvs4', 'avtor': 'DUŠANKA'}",ženska,120,,72,11,9.9.2016,, pecivo,0,2016,2005,dgf4zn05uk5htvs4
8194,Chilli con carne,28.10.2006,"{'id': '645xo26kvfk2k05t', 'avtor': 'MAJA 007'}",spol ni določen oz. marsovec,,za 4 osebe,67,13,28.4.2016,, ostale dežele,0,2016,2006,645xo26kvfk2k05t
17130,Biskvit s skuto,3.5.2012,"{'id': 'cutie', 'avtor': 'cutie'}",ženska,60,,38,9,30.9.2013,, pecivo,0,2013,2012,cutie
16858,Afrodiziačna torta,18.3.2012,"{'id': 'wqym8imww6t0otbi', 'avtor': 'Vendelina jr.'}",ženska,300,,101,16,10.8.2016,, torte,0,2016,2012,wqym8imww6t0otbi
12038,Brownies na hitro,17.12.2008,"{'id': 'vanja_v_zda', 'avtor': 'Vanja_v_ZDA'}",ženska,45,,94,12,19.4.2013,, pecivo,0,2013,2008,vanja_v_zda
17146,Popolna čokoladna torta Hershey's,5.5.2012,"{'id': 'bannanna', 'avtor': 'bannanna'}",ženska,60,1 torta ali 30 muffinov,141,59,24.11.2015,, torte,0,2015,2012,bannanna
6801,Fižolova juha,24.6.2006,"{'id': 'anja', 'avtor': 'anja'}",ženska,,,42,1,11.6.2006,, ostale juhe,0,2006,2006,anja
9342,Krhki flancati moje babice,14.12.2006,"{'id': '09vby3lukxhbwrjl', 'avtor': 'Jerneja USA'}",ženska,45,,103,16,6.3.2014,, pecivo,0,2014,2006,09vby3lukxhbwrjl
457,Kvašeni rogljički,21.11.2000,"{'id': None, 'avtor': None}",,,,39,20,28.4.2016,, pecivo,0,2016,2000,
10205,Piščančji trakci v smetanovi omaki,3.7.2007,"{'id': 'w0crvf64f4fsoygb', 'avtor': 'a1'}",ženska,30,za 2 osebi,73,10,20.3.2013,, perutnina,0,2013,2007,w0crvf64f4fsoygb
11694,Bučna kremna juha,12.9.2008,"{'id': 'MorskaMedvedka', 'avtor': 'morska medvedka'}",ženska,45,za 6 oseb,41,9,30.5.2014,, zelenjavne juhe,0,2014,2008,MorskaMedvedka
16806,Okusni srčki z vanilijevo kremo,5.3.2012,"{'id': 'katjaf', 'avtor': 'katjaf'}",ženska,300,približno 45,64,27,28.2.2016,, pecivo,0,2016,2012,katjaf
11144,Piškoti,3.3.2008,"{'id': 'tibe', 'avtor': 'tibe'}",ženska,120,,28,4,30.11.2015,, piškoti,0,2015,2008,tibe
9745,Ocvrte jogurtove miške,19.2.2007,"{'id': 'minkica', 'avtor': 'minkica'}",ženska,,,53,10,1.2.2016,, ostalo,0,2016,2007,minkica
1520,Hitro jabolčno pecivo,1.12.2001,"{'id': 'marta', 'avtor': 'marta'}",ženska,45,,38,5,20.9.2011,, pecivo,0,2011,2001,marta
10408,Jogurtova bomba,2.9.2007,"{'id': 'gianja', 'avtor': 'gianja'}",ženska,15,,112,14,30.10.2015,, ostalo,0,2015,2007,gianja
12857,Kvašeni polži z vanilijevo kremo in rozinami,14.8.2009,"{'id': 'jyzioujfehj09g97', 'avtor': 'Katja D'}",ženska,180,približno 20 polžev,116,27,23.8.2014,, pecivo,0,2014,2009,jyzioujfehj09g97
10602,Sarma na način mame Vide,23.10.2007,"{'id': 'trezika', 'avtor': 'trezika'}",moški,180,4 - 6 oseb,32,12,28.2.2016,, mešano meso,0,2016,2007,trezika
1699,Rafaello kroglice,18.2.2002,"{'id': 'venturini', 'avtor': 'Venturini'}",ženska,5,cca. 10 os/odvisno od velikosti kroglic,136,13,5.8.2014,, pecivo,0,2014,2002,venturini
6766,Mesne kroglice v paradižnikovi omaki- čufte,16.6.2006,"{'id': 'dascha', 'avtor': 'dascha'}",ženska,,12 krogljic,41,5,2.3.2016,, mešano meso,0,2016,2006,dascha
4139,Vložena rdeča pesa,10.10.2004,"{'id': 'galja', 'avtor': 'galja'}",ženska,,,52,4,24.8.2015,, slani shranki,0,2015,2004,galja
3262,Dušeno sladko zelje,19.2.2004,"{'id': 'majdi', 'avtor': 'majdi'}",ženska,,4 osebe,43,2,3.3.2010,,,0,2010,2004,majdi
2481,Štrudelj  - jabolčni/sirov zavitek,28.3.2003,"{'id': 'marinka', 'avtor': 'Marinka'}",ženska,120,4 - 6 oseb,16,9,6.2.2016,, pecivo,0,2016,2003,marinka
4956,Kremna porova juha,3.5.2005,"{'id': 'ogtze60n3kv66hw4', 'avtor': 'klavdija mustar'}",ženska,,4 osebe,38,6,24.3.2014,, zelenjavne juhe,0,2014,2005,ogtze60n3kv66hw4
2430,Piščančji paprikaš,2.3.2003,"{'id': 'riko', 'avtor': 'Riko'}",spol ni določen oz. marsovec,,,28,5,18.8.2012,, perutnina,0,2012,2003,riko
12210,Najlepši in najboljši krofi v Sloveniji,28.1.2009,"{'id': 'marko137', 'avtor': 'Marko137'}",moški,180, približno 24 krofov,63,12,6.7.2016,, pecivo,0,2016,2009,marko137
16782,Paradižnikova mezga,1.3.2012,"{'id': 'darka56', 'avtor': 'darka56'}",ženska,120,,29,7,17.8.2016,, slani shranki,0,2016,2012,darka56
3263,Testo za pizzo,19.2.2004,"{'id': 'Alna', 'avtor': 'Trobec'}",spol ni določen oz. marsovec,60,en pekač,60,2,17.12.2012,,,0,2012,2004,Alna
10410,Pirin kruh,2.9.2007,"{'id': 'jasna1', 'avtor': 'jasna1'}",spol ni določen oz. marsovec,120,,39,8,28.3.2016,,,1,2016,2007,jasna1
5163,Svinjski zrezki v naravni omaki,14.7.2005,"{'id': 'petramark', 'avtor': 'petramark'}",ženska,,za 2 osebi,16,1,13.11.2009,, svinjina,0,2009,2005,petramark
9677,"""Ta pravi"" Italijanski tiramisu",9.2.2007,"{'id': 'levinjav', 'avtor': 'Levinjav'}",ženska,60,,67,10,9.4.2016,, pecivo,0,2016,2007,levinjav
5076,Sirov burek,14.6.2005,"{'id': None, 'avtor': None}",,,,77,17,19.2.2016,,,0,2016,2005,
6213,Ruske kape,10.3.2006,"{'id': 'btw7a10tzi3fuawl', 'avtor': 'Pitončica'}",spol ni določen oz. marsovec,300,"odvisna od velikosti kozarca, vsaj 30,40kom",75,24,8.11.2014,, pecivo,0,2014,2006,btw7a10tzi3fuawl
5228,Koruzni kruh - slasten na kvadrat,5.8.2005,"{'id': 'vanjatajnsek', 'avtor': 'vanjatajnsek'}",ženska,,,137,22,27.9.2015,,,0,2015,2005,vanjatajnsek
11067,Palačinke (osnovni recept),18.2.2008,"{'id': 'nikitamena', 'avtor': 'Nikitamena'}",ženska,30,za 2 osebi,52,9,27.3.2016,, palačinke,0,2016,2008,nikitamena
4630,Skutine ledene kocke,9.2.2005,"{'id': 'mary', 'avtor': 'mary'}",ženska,,,55,1,18.9.2013,, ostalo,0,2013,2005,mary
3332,Kvašeni flancati,3.3.2004,"{'id': 'miram', 'avtor': 'miram'}",ženska,75,,73,20,2.3.2015,, pecivo,0,2015,2004,miram
16589,Angelske solze,26.1.2012,"{'id': 'ljuljak', 'avtor': 'ljuljak'}",ženska,90,,51,18,16.8.2015,, pecivo,0,2015,2012,ljuljak
683,Krostata,5.1.2001,"{'id': 'marta', 'avtor': 'marta'}",ženska,45,,65,18,22.1.2016,, pecivo,0,2016,2001,marta
6827,Čokoladni muffini by Polly,29.6.2006,"{'id': None, 'avtor': None}",,,za 12 kosov,72,18,6.7.2016,, pecivo,0,2016,2006,
6285,Carbonara špageti,22.3.2006,"{'id': 'jokl', 'avtor': 'JOKL'}",ženska,,4,29,5,15.5.2013,,,0,2013,2006,jokl
5513,Zdrobov narastek,10.10.2005,"{'id': 'riko', 'avtor': 'Riko'}",spol ni določen oz. marsovec,45,,46,9,23.6.2015,, pecivo,0,2015,2005,riko
10074,Bajadera,16.5.2007,"{'id': 'k5k7au0hrsfu2zqd', 'avtor': 'stana.r'}",ženska,30,,63,12,8.3.2016,, pecivo,0,2016,2007,k5k7au0hrsfu2zqd
17221,Ganache,26.5.2012,"{'id': 'bannanna', 'avtor': 'bannanna'}",ženska,180,"za manjšo tortico, premera 23 cm",66,19,10.2.2015,, kreme za torte in peciva,0,2015,2012,bannanna
1758,Ciabatta,18.3.2002,"{'id': 'luka', 'avtor': 'luka'}",spol ni določen oz. marsovec,,,172,15,13.2.2013,,,0,2013,2002,luka
12041,Čarobni kruhki,17.12.2008,"{'id': 'vanja_v_zda', 'avtor': 'Vanja_v_ZDA'}",ženska,60,7 kuhkov,79,17,27.1.2015,,,0,2015,2008,vanja_v_zda
9797,Kokosova torta,3.3.2007,"{'id': '3r4e6zch1crwz3pi', 'avtor': 'mlada kuharica'}",ženska,,12 kosov,73,35,7.3.2013,, torte,0,2013,2007,3r4e6zch1crwz3pi
1855,Super kremšnite,10.6.2002,"{'id': 'rskulj', 'avtor': 'rskulj'}",moški,,35 kosov,55,7,11.2.2014,, ostalo,0,2014,2002,rskulj
13328,Brezmejno dobro,22.12.2009,"{'id': 'Rozmarincek', 'avtor': 'anamarija1'}",spol ni določen oz. marsovec,45,4 roladice,63,16,8.4.2015,, tople,0,2015,2009,Rozmarincek
4608,Zdrobovi svaljki,4.2.2005,"{'id': 'kokos', 'avtor': 'kokos'}",ženska,,,39,8,25.2.2015,, ostalo,0,2015,2005,kokos
18282,Piškoti iz samo treh sestavin,16.3.2013,"{'id': 'DBpek', 'avtor': 'DBpek'}",moški,30,Za 15-do 18 piškotov,69,10,26.10.2014,, piškoti,0,2014,2013,DBpek
1926,Orehi,11.8.2002,"{'id': 'loredana', 'avtor': 'Loredana'}",ženska,,,95,18,15.8.2012,, piškoti,0,2012,2002,loredana
4828,Vanilijevi rogljički Migla,21.3.2005,"{'id': 'migla', 'avtor': 'Migla'}",ženska,30,,87,19,28.12.2015,, piškoti,0,2015,2005,migla
5886,Jogurtovo pecivo,18.12.2005,"{'id': 'majdi', 'avtor': 'majdi'}",ženska,45,1 pekač,25,3,12.4.2015,, pecivo,0,2015,2005,majdi
1340,Bananina rolada-preprosta a odlična,6.9.2001,"{'id': None, 'avtor': None}",,,,25,4,7.6.2011,, ostalo,0,2011,2001,
2032,Čajno pecivo Mignon,17.9.2002,"{'id': 'aja', 'avtor': 'Aja'}",ženska,300,,56,7,30.9.2013,, pecivo,0,2013,2002,aja
13038,Mafini z banano in čokolado,3.10.2009,"{'id': 'abby', 'avtor': 'Abby'}",ženska,30,12 mafinov,47,15,30.10.2014,, pecivo,0,2014,2009,abby
4372,Bananino - čokoladni mehki keksi,3.12.2004,"{'id': 'jade', 'avtor': 'jade'}",ženska,90,40 piškotov,98,11,25.1.2011,, piškoti,0,2011,2004,jade
9409,Špargljeva kremna juha,20.12.2006,"{'id': 'Rozmarincek', 'avtor': 'anamarija1'}",spol ni določen oz. marsovec,45,3 osebe,29,2,16.10.2009,, zelenjavne juhe,0,2009,2006,Rozmarincek
13726,Pravljične rezine,20.4.2010,"{'id': 'Rozmarincek', 'avtor': 'anamarija1'}",spol ni določen oz. marsovec,45,30x22cm,45,10,26.9.2015,, pecivo,0,2015,2010,Rozmarincek
5766,Enostavno skutino pecivo,25.11.2005,"{'id': 'nicol', 'avtor': 'nicol'}",ženska,,,24,3,11.4.2013,, ostalo,0,2013,2005,nicol
5691,Čokoladna torta Noa,3.11.2005,"{'id': 'noa', 'avtor': 'Noa'}",ženska,,,126,46,12.7.2016,, torte,0,2016,2005,noa
5047,Čebelji pik,4.6.2005,"{'id': 'zupca', 'avtor': 'Zupca'}",spol ni določen oz. marsovec,120,,70,9,28.2.2012,, pecivo,0,2012,2005,zupca
4461,Lignji s krompirjem v pečici,3.1.2005,"{'id': '5lojcl5yv1z8vtj5', 'avtor': 'sunflower@'}",ženska,,4 osebe,30,4,8.6.2014,, ostalo,0,2014,2005,5lojcl5yv1z8vtj5
6419,Bezgov sirup,13.4.2006,"{'id': 'mamazeljka', 'avtor': 'mamazeljka'}",ženska,75,5 - 6 l,158,3,9.11.2014,, pijače,0,2014,2006,mamazeljka
4037,Prave kremne rezine,16.9.2004,"{'id': 'paia8ion0xfnfpbk', 'avtor': 't-baby'}",spol ni določen oz. marsovec,60,ožji pladenj za peko z malo višjim robom,71,3,23.11.2011,, pecivo,0,2011,2004,paia8ion0xfnfpbk
7125,Biskvitno pecivo s slivami,7.9.2006,"{'id': 'bojanam', 'avtor': 'bojanam'}",ženska,,srednje velik pekač,53,13,19.4.2015,, pecivo,0,2015,2006,bojanam
14123,Čokoladna ledena torta,1.9.2010,"{'id': 'junior', 'avtor': 'junior'}",moški,300,,42,11,27.10.2015,, torte,0,2015,2010,junior
7171,Srbska solata ge. Marjetke,15.9.2006,"{'id': 'veverica', 'avtor': 'veverica'}",ženska,90,cca. 6 l kozarcev,45,1,3.9.2006,, slani shranki,0,2006,2006,veverica
11526,Poletne bučke,9.7.2008,"{'id': 'mamaf', 'avtor': 'mamaF'}",ženska,30,2 - 3 osebe,59,11,20.8.2012,,,0,2012,2008,mamaf
4888,Najboljši mlečni kruhek,7.4.2005,"{'id': 'veri', 'avtor': 'Veri'}",ženska,,"za  eno pletenico, slabo kilo",65,21,14.4.2015,,,0,2015,2005,veri
10601,Segedin golaž po Mojčino,23.10.2007,"{'id': 'wuhmoy2amhko0woj', 'avtor': 'lili A.'}",ženska,60,,39,3,17.4.2016,,,0,2016,2007,wuhmoy2amhko0woj
2428,Sočno pecivo - imitacija jajca na oko,2.3.2003,"{'id': 'tiuba', 'avtor': 'TIUBA'}",ženska,,za približno 12 kosov,74,9,27.4.2015,, pecivo,0,2015,2003,tiuba
11994,Jota na najbolj enostaven način,6.12.2008,"{'id': 'skoce', 'avtor': 'skoce'}",moški,120,8,23,4,12.2.2016,,,0,2016,2008,skoce
8164,Gobova omaka na moj način,22.10.2006,"{'id': 'titta', 'avtor': 'titta'}",ženska,,,42,7,28.4.2016,,,0,2016,2006,titta
6063,Jogurtova pita,9.2.2006,"{'id': 'majdi', 'avtor': 'majdi'}",ženska,75,Pekač premera 25 cm,57,7,15.7.2015,, ostalo,0,2015,2006,majdi
15639,Čokoladno-pomarančna torta,11.9.2011,"{'id': 'pupika001', 'avtor': 'PUPIKA001'}",ženska,75,8-10 kosov,66,17,4.1.2016,, torte,0,2016,2011,pupika001
333,Jogurtove miške,8.2.1999,"{'id': 'marinka', 'avtor': 'Marinka'}",ženska,,,53,4,6.2.2016,, pecivo,0,2016,1999,marinka
14062,Bučkini zrezki,12.8.2010,"{'id': 'jannaa', 'avtor': 'Jannaa'}",ženska,30,za 4 osebe,51,5,30.6.2011,,,0,2011,2010,jannaa
10276,Boranja,1.8.2007,"{'id': 'w0crvf64f4fsoygb', 'avtor': 'a1'}",ženska,45,za 4 osebe,25,3,23.7.2015,,,0,2015,2007,w0crvf64f4fsoygb
4164,Najboljša krema za princeske in podobno,15.10.2004,"{'id': 'mikrob', 'avtor': 'Mikrob'}",ženska,,,61,5,8.10.2012,, kreme za torte in peciva,0,2012,2004,mikrob
7092,Moto piškoti,31.8.2006,"{'id': 'tasau', 'avtor': 'tasau'}",ženska,60,,57,19,25.12.2015,, piškoti,0,2015,2006,tasau
5937,Krompirjev golaž po moje,5.1.2006,"{'id': 'dgf4zn05uk5htvs4', 'avtor': 'DUŠANKA'}",ženska,90,za 4 osebe,80,1,24.1.2006,,,0,2006,2006,dgf4zn05uk5htvs4
6622,Gobice,21.5.2006,"{'id': 'peresce', 'avtor': 'peresce'}",ženska,,,55,45,9.4.2016,, piškoti,0,2016,2006,peresce
3300,Bele kučme,26.2.2004,"{'id': 'tjanca', 'avtor': 'Tjanca'}",ženska,120,,60,15,24.1.2013,, pecivo,0,2013,2004,tjanca
17887,Orehova potica,3.12.2012,"{'id': 'brigita23', 'avtor': 'brigita23'}",ženska,150,12 ljudi,43,4,25.12.2015,, potice,0,2015,2012,brigita23
14228,Ekspresni smetanovi svaljki,3.10.2010,"{'id': 'Rozmarincek', 'avtor': 'anamarija1'}",spol ni določen oz. marsovec,30,3 osebe,59,4,26.6.2012,, cmoki,0,2012,2010,Rozmarincek
18042,Ajdov kruh z orehi,9.1.2013,"{'id': 'marta', 'avtor': 'marta'}",ženska,120,,19,8,1.2.2015,,,0,2015,2013,marta
10124,Čokoladni piškoti z vanilijevo kremo,5.6.2007,"{'id': 'anja27', 'avtor': 'anja27'}",ženska,90,45 piškotov,46,14,25.12.2015,, piškoti,0,2015,2007,anja27
4768,Lepinja,10.3.2005,"{'id': 'bozena', 'avtor': 'bozena'}",ženska,60,2 kosa,113,10,17.7.2014,,,0,2014,2005,bozena
12329,Huda čokoladna pita,24.2.2009,"{'id': 'tulka', 'avtor': 'tulka'}",spol ni določen oz. marsovec,45,za en velik pekač za pito,52,14,9.4.2016,, pecivo,0,2016,2009,tulka
2108,Ferdinandovi kolački,28.10.2002,"{'id': 'milojka', 'avtor': 'Milojka'}",ženska,,na osebo 3 - 4 kose,67,8,6.10.2016,, pecivo,0,2016,2002,milojka
17668,Čokoladni mafini,23.9.2012,"{'id': 'karin_', 'avtor': 'karin_'}",ženska,45,12 kosov,12,8,28.11.2014,, pecivo,0,2014,2012,karin_
17268,Sladki zobotrebec,8.6.2012,"{'id': '83uxdyk36smq6cmq', 'avtor': 'dejanči'}",ženska,15,,55,22,10.12.2015,, piškoti,0,2015,2012,83uxdyk36smq6cmq
12042,"""Ponarejena"" tičina masa",17.12.2008,"{'id': 'bonanza', 'avtor': 'bonanza'}",ženska,5,,197,40,17.5.2013,, ostalo,0,2013,2008,bonanza
12220,Marmorni cheesecake,29.1.2009,"{'id': '1bdv35xaykwwsb40', 'avtor': 'šjorca'}",ženska,75,za eno tortico,59,8,6.1.2014,, ostalo,0,2014,2009,1bdv35xaykwwsb40
9693,Hitri skutni štruklji,12.2.2007,"{'id': 'plopsa', 'avtor': 'plopsa'}",spol ni določen oz. marsovec,,,72,4,22.5.2012,, cmoki,0,2012,2007,plopsa
4534,Pehtranov biskvit,19.1.2005,"{'id': 'santina', 'avtor': 'santina'}",ženska,,za 4 osebe,58,6,4.6.2014,, pecivo,0,2014,2005,santina
386,Prekmurska gibanica,21.6.2000,"{'id': None, 'avtor': None}",,,,24,8,2.12.2015,, ostalo,0,2015,2000,
4964,Kruhki za žur,6.5.2005,"{'id': 'drot', 'avtor': 'DROT'}",moški,,Za 4 osebe,56,21,4.8.2013,,,0,2013,2005,drot
14254,"Biskvit, skutna krema in jagode ali drugo sadje",10.10.2010,"{'id': 'izletnica', 'avtor': 'Slavica 52'}",ženska,60,4 lačne osebe,17,14,7.4.2014,, pecivo,0,2014,2010,izletnica
16686,Zdrave kocke iz ajdove kaše,12.2.2012,"{'id': 'vn1983', 'avtor': 'vn1983'}",ženska,45,,40,8,29.1.2016,, pecivo,1,2016,2012,vn1983
14873,Zeljanica - najboljša špinačna pita,12.3.2011,"{'id': 'KuharicaStoja', 'avtor': 'KuharicaStoja'}",ženska,60,,19,1,12.3.2011,,,0,2011,2011,KuharicaStoja
11147,"Krompirjeva solata, posebno dobra",3.3.2008,"{'id': 'macica', 'avtor': 'macica'}",ženska,45,za 4 osebe,30,1,23.3.2008,, krompir,0,2008,2008,macica
3073,Krompirjeva musaka,28.12.2003,"{'id': 'bucka', 'avtor': 'BUCKA'}",moški,,za 4 osebe,45,3,30.1.2009,, sesekljano meso,0,2009,2003,bucka
6337,Schillerjeva torta,30.3.2006,"{'id': 'e8f6n48nx9z67ata', 'avtor': 'teta torta'}",ženska,,,189,37,4.12.2014,, torte,0,2014,2006,e8f6n48nx9z67ata
6302,Panna cotta a la Mamamia,25.3.2006,"{'id': 'mamamia', 'avtor': 'mamamia'}",ženska,150,za štir osebe,99,18,22.11.2015,, ostalo,0,2015,2006,mamamia
1860,Vampi po tržaško,17.6.2002,"{'id': 'riko', 'avtor': 'Riko'}",spol ni določen oz. marsovec,,,29,5,24.10.2011,, ostalo,0,2011,2002,riko
11986,Sanjska jogurtova torta z marelicami,4.12.2008,"{'id': '1dviwr82i8zfrmrg', 'avtor': 'nb'}",ženska,45,,31,18,21.10.2014,, torte,0,2014,2008,1dviwr82i8zfrmrg
6251,Jogurtova strjenka,18.3.2006,"{'id': 'kokos', 'avtor': 'kokos'}",ženska,240,,52,5,4.4.2016,, ostalo,0,2016,2006,kokos
8226,Vložene paprike,5.11.2006,"{'id': 'bernarda85', 'avtor': 'Bernarda85'}",ženska,,9 - 10 kozarcev,15,3,8.9.2013,, slani shranki,0,2013,2006,bernarda85
18195,"Muffini s čokolado, polnjeni z nutello",22.2.2013,"{'id': 'katiuscia', 'avtor': 'katiuscia'}",ženska,30,,15,3,26.9.2015,, pecivo,0,2015,2013,katiuscia
4709,Jogurtova torta,24.2.2005,"{'id': 'lsustar', 'avtor': 'lsustar'}",spol ni določen oz. marsovec,,,61,12,25.8.2014,, torte,0,2014,2005,lsustar
6566,Zrezki v gobovi omaki,9.5.2006,"{'id': 'cukerpeker', 'avtor': 'cukerpeker'}",spol ni določen oz. marsovec,30,za štiri osebe,49,5,28.2.2016,, perutnina,0,2016,2006,cukerpeker
12572,Božanske rezine,4.5.2009,"{'id': 'sabinka', 'avtor': 'sabinka'}",ženska,60,,39,7,20.11.2013,, ostalo,0,2013,2009,sabinka
3830,Skutin zavitek,12.7.2004,"{'id': 'riko', 'avtor': 'Riko'}",spol ni določen oz. marsovec,,,42,7,28.5.2016,, ostalo,0,2016,2004,riko
18232,Potratna potica,3.3.2013,"{'id': 'poticka1234', 'avtor': 'poticka1234'}",ženska,180,,66,9,10.12.2015,, potice,0,2015,2013,poticka1234
9604,Piščančja obara - Ajmoht,25.1.2007,"{'id': 'levinjav', 'avtor': 'Levinjav'}",ženska,,,34,2,21.4.2012,, perutnina,0,2012,2007,levinjav
11424,Torta Bounty Nutella,19.5.2008,"{'id': 'rukula', 'avtor': 'rukula'}",spol ni določen oz. marsovec,60,,29,8,30.10.2014,, torte,0,2014,2008,rukula
19348,Vliti ajdov kruh z orehi,5.2.2014,"{'id': 'marta', 'avtor': 'marta'}",ženska,90,,66,12,19.4.2015,,,0,2015,2014,marta
7116,Bela pita,5.9.2006,"{'id': 'valerci', 'avtor': 'Valerci'}",ženska,60,,53,12,7.5.2012,, pecivo,0,2012,2006,valerci
866,Zelo dobra špinača ali blitva,13.3.2001,"{'id': None, 'avtor': None}",,,,33,2,24.8.2013,,,0,2013,2001,
10358,Jagodno - borovničeva svečana torta,22.8.2007,"{'id': 'jade', 'avtor': 'jade'}",ženska,300,12 kosov,163,77,1.2.2016,, torte,0,2016,2007,jade
8284,Dušeno rdeče zelje,17.11.2006,"{'id': 'val', 'avtor': 'val'}",ženska,30,,26,1,25.11.2006,, ostalo,0,2006,2006,val
1274,Bajadera - dobra,8.8.2001,"{'id': 'cvetanataubika', 'avtor': 'cvetanataubika'}",ženska,,,55,5,27.10.2011,, pecivo,0,2011,2001,cvetanataubika
2649,Ajdovi štruklji,6.6.2003,"{'id': 'marinka', 'avtor': 'Marinka'}",ženska,,4,31,6,6.12.2012,, cmoki,0,2012,2003,marinka
1208,Hitra sirova omaka,26.6.2001,"{'id': 'vileda', 'avtor': 'vileda'}",spol ni določen oz. marsovec,,,24,2,13.7.2012,, tople,0,2012,2001,vileda
6850,"Cimetove ""rolce"" (Kanelbullar)",3.7.2006,"{'id': 'slovinkita', 'avtor': 'slovinkita'}",ženska,120,,86,26,20.9.2015,, pecivo,0,2015,2006,slovinkita
2943,Sanjske višnjeve rezine,25.10.2003,"{'id': 'tiuba', 'avtor': 'TIUBA'}",ženska,,,35,8,22.6.2014,, pecivo,0,2014,2003,tiuba
2028,Kokosovo pecivo,16.9.2002,"{'id': 'rebeka', 'avtor': 'Rebeka'}",ženska,,,51,5,27.11.2014,, pecivo,0,2014,2002,rebeka
14129,Čupavci - kokosove kocke,2.9.2010,"{'id': 'tz8oifnfivazrtlr', 'avtor': 'jagoda_čokolada'}",ženska,60,,11,4,14.2.2015,, pecivo,0,2015,2010,tz8oifnfivazrtlr
7129,Ruske kape,7.9.2006,"{'id': 'klavdijaf', 'avtor': 'klavdijaF'}",spol ni določen oz. marsovec,,,17,11,5.1.2015,, piškoti,0,2015,2006,klavdijaf
14625,Navadni keksi,6.1.2011,"{'id': 'tincy202', 'avtor': 'tincy202'}",ženska,180,,8,9,27.3.2016,, piškoti,0,2016,2011,tincy202
3695,Zelenjavna lazanja,21.5.2004,"{'id': 'janca', 'avtor': 'janca'}",ženska,,,25,4,1.11.2015,,,0,2015,2004,janca
6943,Stročji fižol s korenčkom v omaki,29.7.2006,"{'id': 'Balenka', 'avtor': 'Balenka'}",ženska,,,51,13,18.5.2016,,,0,2016,2006,Balenka
404,Sirovi štruklji,8.8.2000,"{'id': 'marinka', 'avtor': 'Marinka'}",ženska,,,25,1,6.5.2007,, ostalo,0,2007,2000,marinka
14691,Marmorni kolač (iz jogurta),26.1.2011,"{'id': 'z0jovb2yhdjzhiyd', 'avtor': 'mojca.re'}",ženska,45,,22,5,18.10.2015,, ostalo,0,2015,2011,z0jovb2yhdjzhiyd
4256,Ciganski zrezki,1.11.2004,"{'id': 'pinki', 'avtor': 'pinki'}",moški,,4 osebe,41,5,30.1.2014,, svinjina,0,2014,2004,pinki
